pProb,qProb,replicate,seqLen,aaaa,aaab,aaba,aabb,aabc,abaa,abab,abac,abba,abbb,abbc,abca,abcb,abcc,abcd,label
0.685,0.065,7,1000,0.082,0.164,0.175,0.127,0.274,0.014,0.008,0.025,0.02,0.011,0.018,0.028,0.017,0.018,0.019,0
0.105,0.245,147,1000,0.336,0.053,0.122,0.123,0.05,0.118,0.011,0.018,0.01,0.055,0.016,0.025,0.013,0.038,0.012,0
0.055,0.665,110,1000,0.066,0.006,0.164,0.011,0.012,0.182,0.01,0.011,0.189,0.004,0.008,0.306,0.008,0.012,0.011,1
0.615,0.085,682,1000,0.121,0.19,0.018,0.02,0.029,0.206,0.11,0.15,0.013,0.018,0.023,0.025,0.018,0.033,0.026,0
0.175,0.245,615,1000,0.273,0.08,0.079,0.01,0.021,0.105,0.018,0.025,0.12,0.092,0.057,0.062,0.024,0.02,0.014,0
0.535,0.545,895,1000,0.028,0.06,0.047,0.065,0.096,0.058,0.05,0.075,0.044,0.065,0.074,0.084,0.064,0.111,0.079,0
0.635,0.295,301,1000,0.049,0.034,0.107,0.04,0.065,0.105,0.058,0.087,0.065,0.044,0.045,0.116,0.069,0.058,0.058,0
0.515,0.555,649,1000,0.026,0.069,0.061,0.037,0.072,0.071,0.071,0.106,0.039,0.06,0.084,0.077,0.078,0.081,0.068,1
0.065,0.225,963,1000,0.394,0.044,0.126,0.007,0.008,0.13,0.127,0.038,0.017,0.036,0.005,0.021,0.032,0.009,0.006,0
0.355,0.385,316,1000,0.116,0.081,0.069,0.036,0.066,0.068,0.031,0.058,0.083,0.086,0.093,0.082,0.046,0.061,0.024,0
0.625,0.635,530,1000,0.013,0.049,0.042,0.051,0.116,0.056,0.034,0.083,0.048,0.059,0.09,0.076,0.097,0.095,0.091,0
0.245,0.015,907,1000,0.551,0.183,0.007,0.001,0.003,0.166,0.022,0.051,0.002,0.007,0.002,0.001,0,0.004,0,1
0.745,0.055,951,1000,0.066,0.007,0.146,0.009,0.014,0.011,0.152,0.019,0.01,0.181,0.021,0.022,0.304,0.017,0.021,0
0.415,0.735,573,1000,0.026,0.029,0.074,0.051,0.081,0.038,0.08,0.088,0.031,0.067,0.07,0.087,0.149,0.054,0.075,1
0.315,0.635,370,1000,0.039,0.034,0.102,0.03,0.063,0.094,0.035,0.055,0.101,0.027,0.059,0.168,0.058,0.065,0.07,1
0.475,0.465,428,1000,0.063,0.055,0.057,0.08,0.108,0.058,0.036,0.062,0.037,0.088,0.061,0.072,0.074,0.096,0.053,0
0.425,0.385,333,1000,0.081,0.085,0.076,0.082,0.105,0.061,0.034,0.067,0.03,0.07,0.06,0.067,0.054,0.081,0.047,1
0.255,0.375,937,1000,0.144,0.073,0.104,0.13,0.077,0.055,0.032,0.038,0.03,0.087,0.033,0.036,0.052,0.086,0.023,0
0.235,0.215,530,1000,0.268,0.094,0.097,0.01,0.016,0.106,0.013,0.012,0.117,0.09,0.055,0.055,0.023,0.033,0.011,0
0.145,0.445,549,1000,0.132,0.027,0.143,0.018,0.018,0.038,0.155,0.033,0.014,0.149,0.027,0.025,0.17,0.027,0.024,1
0.225,0.225,131,1000,0.282,0.086,0.097,0.023,0.028,0.093,0.022,0.022,0.091,0.092,0.055,0.052,0.024,0.022,0.011,1
0.245,0.325,49,1000,0.156,0.096,0.063,0.026,0.036,0.114,0.12,0.097,0.025,0.062,0.046,0.032,0.057,0.045,0.025,1
0.595,0.475,252,1000,0.026,0.058,0.053,0.061,0.094,0.058,0.034,0.097,0.05,0.059,0.087,0.08,0.082,0.086,0.075,0
0.585,0.095,850,1000,0.137,0.17,0.159,0.094,0.199,0.021,0.03,0.031,0.008,0.03,0.025,0.025,0.028,0.02,0.023,0
0.045,0.375,129,1000,0.217,0.18,0.019,0.006,0.012,0.182,0.178,0.146,0.006,0.011,0.006,0.008,0.013,0.01,0.006,1
0.055,0.565,691,1000,0.09,0.171,0.003,0.008,0.012,0.164,0.167,0.3,0.006,0.014,0.012,0.015,0.011,0.012,0.015,1
0.045,0.675,281,1000,0.029,0.059,0.05,0.035,0.072,0.073,0.048,0.107,0.08,0.047,0.096,0.092,0.064,0.069,0.079,0
0.555,0.135,528,1000,0.121,0.188,0.187,0.096,0.189,0.015,0.019,0.031,0.019,0.02,0.028,0.027,0.021,0.021,0.018,1
0.575,0.555,234,1000,0.037,0.059,0.07,0.048,0.091,0.052,0.047,0.07,0.037,0.058,0.074,0.093,0.084,0.107,0.073,1
0.655,0.465,806,1000,0.024,0.056,0.064,0.045,0.104,0.053,0.056,0.109,0.039,0.035,0.074,0.063,0.097,0.099,0.082,0
0.175,0.375,208,1000,0.197,0.049,0.038,0.126,0.034,0.115,0.019,0.03,0.014,0.14,0.03,0.028,0.03,0.12,0.03,1
0.335,0.245,114,1000,0.2,0.077,0.07,0.095,0.061,0.093,0.027,0.033,0.033,0.102,0.037,0.034,0.035,0.086,0.017,1
0.745,0.365,710,1000,0.024,0.037,0.067,0.036,0.084,0.037,0.062,0.08,0.036,0.076,0.081,0.082,0.119,0.079,0.1,0
0.335,0.345,826,1000,0.127,0.096,0.084,0.088,0.091,0.078,0.028,0.048,0.031,0.087,0.039,0.037,0.051,0.089,0.026,1
0.525,0.595,94,1000,0.028,0.058,0.056,0.087,0.11,0.051,0.028,0.093,0.046,0.065,0.074,0.073,0.066,0.085,0.08,1
0.265,0.465,395,1000,0.089,0.049,0.112,0.035,0.058,0.114,0.026,0.047,0.104,0.049,0.052,0.132,0.045,0.046,0.042,1
0.015,0.165,398,1000,0.561,0.111,0.095,0.005,0.021,0.016,0.002,0.001,0.131,0.014,0.019,0.017,0.003,0.001,0.003,0
0.405,0.635,415,1000,0.026,0.06,0.061,0.04,0.095,0.044,0.052,0.079,0.065,0.055,0.102,0.103,0.073,0.081,0.064,0
0.165,0.025,489,1000,0.669,0.014,0.019,0.031,0.001,0.124,0,0,0.003,0.116,0.002,0.002,0.004,0.015,0,1
0.395,0.145,770,1000,0.249,0.058,0.058,0.039,0.016,0.146,0.014,0.025,0.054,0.138,0.053,0.048,0.019,0.07,0.013,0
0.005,0.365,91,1000,0.241,0.032,0.124,0.134,0.076,0.021,0.035,0.015,0.007,0.166,0.014,0.008,0.06,0.054,0.013,0
0.355,0.435,738,1000,0.086,0.09,0.079,0.099,0.124,0.064,0.039,0.06,0.036,0.075,0.046,0.04,0.05,0.075,0.037,1
0.065,0.305,755,1000,0.274,0.049,0.141,0.141,0.051,0.041,0.018,0.017,0.008,0.128,0.01,0.015,0.043,0.057,0.007,0
0.685,0.285,136,1000,0.042,0.074,0.045,0.049,0.071,0.095,0.056,0.147,0.038,0.049,0.07,0.065,0.061,0.077,0.061,0
0.585,0.245,629,1000,0.065,0.114,0.051,0.028,0.05,0.115,0.061,0.093,0.054,0.056,0.074,0.075,0.057,0.059,0.048,0
0.295,0.565,684,1000,0.059,0.043,0.082,0.032,0.047,0.102,0.026,0.051,0.126,0.044,0.062,0.19,0.058,0.045,0.033,1
0.575,0.425,761,1000,0.034,0.061,0.061,0.042,0.082,0.064,0.04,0.075,0.073,0.048,0.101,0.117,0.07,0.066,0.066,0
0.105,0.325,580,1000,0.23,0.161,0.034,0.012,0.015,0.147,0.146,0.132,0.017,0.031,0.014,0.017,0.021,0.014,0.009,1
0.145,0.695,231,1000,0.025,0.066,0.046,0.027,0.079,0.064,0.071,0.1,0.047,0.061,0.095,0.072,0.107,0.073,0.067,0
0.075,0.165,932,1000,0.486,0.04,0.09,0.003,0.009,0.042,0.131,0.011,0.004,0.111,0.007,0.011,0.045,0.006,0.004,1
0.595,0.445,767,1000,0.032,0.059,0.052,0.057,0.112,0.057,0.048,0.084,0.05,0.06,0.082,0.068,0.076,0.102,0.061,0
0.055,0.005,969,1000,0.886,0.005,0.039,0,0,0.002,0.004,0,0,0.058,0,0.002,0.004,0,0,1
0.495,0.495,145,1000,0.045,0.068,0.067,0.032,0.07,0.049,0.036,0.063,0.067,0.087,0.106,0.097,0.074,0.066,0.073,0
0.395,0.025,695,1000,0.344,0.227,0.008,0.006,0.002,0.218,0.059,0.094,0.005,0.007,0.008,0.006,0.004,0.009,0.003,1
0.145,0.365,878,1000,0.177,0.104,0.066,0.025,0.035,0.118,0.024,0.062,0.112,0.068,0.06,0.079,0.018,0.035,0.017,0
0.675,0.135,138,1000,0.073,0.017,0.147,0.018,0.034,0.016,0.13,0.028,0.017,0.165,0.034,0.031,0.226,0.028,0.036,1
0.275,0.415,426,1000,0.111,0.064,0.066,0.103,0.059,0.107,0.031,0.05,0.023,0.106,0.042,0.037,0.043,0.122,0.036,1
0.035,0.345,356,1000,0.263,0.162,0.031,0.127,0.051,0.145,0.027,0.045,0.006,0.041,0.012,0.015,0.012,0.048,0.015,0
0.125,0.645,54,1000,0.034,0.077,0.056,0.091,0.097,0.075,0.041,0.091,0.034,0.05,0.069,0.068,0.054,0.095,0.068,0
0.745,0.105,464,1000,0.052,0.132,0.017,0.019,0.028,0.007,0.011,0.028,0.143,0.162,0.295,0.021,0.032,0.028,0.025,1
0.685,0.285,809,1000,0.032,0.03,0.106,0.032,0.054,0.11,0.023,0.051,0.069,0.044,0.062,0.207,0.055,0.073,0.052,1
0.035,0.485,392,1000,0.145,0.004,0.185,0.001,0.003,0.175,0.005,0.003,0.183,0.008,0.009,0.26,0.006,0.005,0.008,1
0.415,0.205,749,1000,0.169,0.118,0.053,0.021,0.033,0.046,0.031,0.047,0.085,0.148,0.126,0.031,0.036,0.039,0.017,1
0.005,0.545,537,1000,0.105,0.195,0.188,0.18,0.321,0.001,0.001,0.002,0,0,0.003,0.002,0.002,0,0,1
0.455,0.585,730,1000,0.04,0.043,0.053,0.07,0.066,0.08,0.046,0.082,0.042,0.076,0.063,0.069,0.06,0.135,0.075,1
0.595,0.425,341,1000,0.033,0.041,0.072,0.041,0.068,0.052,0.07,0.071,0.04,0.089,0.078,0.074,0.127,0.076,0.068,1
0.075,0.405,409,1000,0.164,0.122,0.135,0.029,0.063,0.05,0.013,0.029,0.137,0.036,0.07,0.079,0.028,0.022,0.023,0
0.275,0.135,285,1000,0.348,0.121,0.045,0.013,0.019,0.055,0.014,0.021,0.085,0.146,0.062,0.022,0.023,0.019,0.007,1
0.325,0.485,846,1000,0.072,0.058,0.098,0.039,0.07,0.085,0.027,0.047,0.092,0.046,0.08,0.135,0.06,0.041,0.05,1
0.685,0.475,249,1000,0.018,0.052,0.07,0.048,0.085,0.065,0.055,0.083,0.053,0.038,0.084,0.131,0.087,0.066,0.065,1
0.515,0.165,295,1000,0.139,0.15,0.051,0.024,0.042,0.041,0.045,0.041,0.066,0.142,0.122,0.031,0.04,0.04,0.026,0
0.365,0.045,157,1000,0.344,0.216,0.208,0.06,0.089,0.017,0.006,0.007,0.007,0.019,0.003,0.013,0.007,0.002,0.002,1
0.355,0.435,632,1000,0.083,0.069,0.067,0.089,0.084,0.075,0.028,0.055,0.029,0.075,0.053,0.053,0.063,0.117,0.06,1
0.215,0.405,990,1000,0.147,0.063,0.074,0.034,0.036,0.114,0.024,0.04,0.105,0.094,0.079,0.083,0.033,0.045,0.029,0
0.475,0.225,876,1000,0.146,0.05,0.124,0.02,0.04,0.058,0.036,0.046,0.072,0.136,0.07,0.067,0.06,0.047,0.028,0
0.535,0.405,187,1000,0.055,0.073,0.078,0.039,0.095,0.057,0.058,0.094,0.027,0.06,0.083,0.062,0.083,0.075,0.061,0
0.695,0.455,222,1000,0.017,0.063,0.045,0.037,0.091,0.085,0.038,0.087,0.043,0.055,0.103,0.082,0.085,0.084,0.085,0
0.365,0.135,241,1000,0.248,0.044,0.058,0.031,0.017,0.161,0.02,0.026,0.061,0.152,0.028,0.052,0.022,0.063,0.017,0
0.305,0.305,562,1000,0.157,0.078,0.079,0.031,0.045,0.093,0.031,0.036,0.107,0.091,0.064,0.078,0.043,0.033,0.034,1
0.285,0.585,282,1000,0.048,0.05,0.038,0.099,0.057,0.094,0.037,0.063,0.027,0.11,0.043,0.054,0.058,0.171,0.051,1
0.005,0.665,888,1000,0.082,0.167,0.001,0.002,0.002,0,0,0.001,0.193,0.18,0.364,0.004,0.001,0.001,0.002,1
0.735,0.725,374,1000,0.017,0.048,0.05,0.04,0.091,0.058,0.041,0.089,0.049,0.052,0.102,0.1,0.077,0.086,0.1,0
0.075,0.035,852,1000,0.779,0.055,0.027,0.036,0.003,0.055,0,0.01,0.001,0.026,0,0,0.001,0.006,0.001,0
0.225,0.335,749,1000,0.187,0.065,0.112,0.022,0.042,0.124,0.019,0.023,0.109,0.057,0.048,0.1,0.036,0.037,0.019,1
0.035,0.175,292,1000,0.536,0.145,0.107,0.103,0.047,0.021,0.004,0.003,0.003,0.013,0.008,0.004,0.002,0.004,0,1
0.565,0.525,531,1000,0.027,0.052,0.052,0.039,0.071,0.062,0.078,0.106,0.033,0.061,0.09,0.089,0.099,0.067,0.074,0
0.495,0.405,62,1000,0.064,0.086,0.059,0.028,0.072,0.076,0.074,0.105,0.035,0.055,0.062,0.075,0.083,0.063,0.063,1
0.095,0.665,853,1000,0.061,0.01,0.012,0.158,0.018,0.155,0.011,0.023,0.009,0.136,0.027,0.015,0.016,0.33,0.019,1
0.665,0.055,438,1000,0.09,0.191,0.018,0.016,0.015,0.012,0.011,0.016,0.137,0.189,0.225,0.017,0.024,0.025,0.014,0
0.355,0.165,392,1000,0.247,0.117,0.049,0.025,0.029,0.061,0.011,0.023,0.089,0.166,0.085,0.028,0.034,0.02,0.016,1
0.525,0.725,461,1000,0.018,0.051,0.041,0.039,0.079,0.037,0.045,0.089,0.06,0.058,0.115,0.087,0.078,0.112,0.091,1
0.235,0.385,937,1000,0.135,0.11,0.124,0.028,0.047,0.068,0.022,0.039,0.103,0.068,0.076,0.084,0.031,0.028,0.037,0
0.555,0.435,663,1000,0.049,0.06,0.056,0.033,0.075,0.081,0.079,0.112,0.042,0.052,0.059,0.085,0.085,0.067,0.065,1
0.645,0.005,974,1000,0.148,0,0.215,0,0.001,0.235,0.002,0.002,0.134,0,0.001,0.253,0.003,0.003,0.003,0
0.595,0.625,262,1000,0.025,0.048,0.042,0.054,0.072,0.058,0.038,0.09,0.059,0.06,0.095,0.104,0.073,0.098,0.084,0
0.625,0.585,974,1000,0.019,0.061,0.052,0.047,0.077,0.043,0.059,0.1,0.034,0.059,0.093,0.079,0.1,0.075,0.102,0
0.525,0.345,764,1000,0.08,0.051,0.086,0.031,0.039,0.045,0.089,0.051,0.027,0.122,0.068,0.059,0.13,0.077,0.045,1
0.735,0.375,647,1000,0.024,0.049,0.08,0.039,0.084,0.069,0.043,0.076,0.06,0.033,0.085,0.119,0.078,0.079,0.082,0
0.565,0.125,917,1000,0.133,0.191,0.143,0.077,0.154,0.027,0.028,0.047,0.018,0.032,0.026,0.028,0.042,0.026,0.028,0
0.135,0.325,928,1000,0.245,0.049,0.12,0.009,0.016,0.039,0.146,0.026,0.011,0.14,0.026,0.021,0.121,0.021,0.01,1
0.575,0.505,752,1000,0.024,0.047,0.063,0.035,0.073,0.049,0.04,0.084,0.068,0.073,0.099,0.107,0.076,0.072,0.09,0
0.075,0.325,409,1000,0.269,0.025,0.169,0.006,0.017,0.148,0.003,0.011,0.138,0.025,0.022,0.134,0.013,0.015,0.005,1
0.115,0.175,401,1000,0.452,0.054,0.06,0.009,0.007,0.101,0.121,0.028,0.007,0.084,0.016,0.007,0.037,0.016,0.001,0
0.065,0.565,437,1000,0.071,0.105,0.102,0.034,0.11,0.049,0.021,0.049,0.101,0.049,0.096,0.091,0.04,0.036,0.046,0
0.575,0.145,624,1000,0.125,0.022,0.158,0.024,0.026,0.036,0.115,0.015,0.018,0.158,0.028,0.03,0.191,0.033,0.021,1
0.265,0.615,384,1000,0.034,0.059,0.043,0.033,0.089,0.06,0.049,0.1,0.062,0.057,0.101,0.112,0.077,0.067,0.057,0
0.275,0.705,817,1000,0.026,0.048,0.04,0.055,0.092,0.052,0.058,0.078,0.052,0.053,0.074,0.083,0.083,0.112,0.094,0
0.045,0.355,477,1000,0.247,0.138,0.121,0.025,0.045,0.036,0.007,0.015,0.165,0.04,0.059,0.051,0.02,0.015,0.016,0
0.025,0.135,55,1000,0.599,0.023,0.096,0.002,0.003,0.028,0.006,0.001,0.091,0.109,0.014,0.012,0.014,0,0.002,0
0.155,0.335,226,1000,0.219,0.045,0.047,0.122,0.038,0.13,0.015,0.024,0.017,0.141,0.028,0.025,0.027,0.106,0.016,1
0.145,0.065,567,1000,0.59,0.042,0.107,0.005,0.007,0.102,0.003,0.002,0.045,0.045,0.005,0.03,0.008,0.008,0.001,1
0.225,0.435,497,1000,0.097,0.059,0.135,0.022,0.047,0.044,0.107,0.049,0.026,0.121,0.045,0.041,0.149,0.03,0.028,1
0.095,0.465,311,1000,0.114,0.126,0.058,0.018,0.038,0.122,0.033,0.074,0.109,0.05,0.072,0.097,0.03,0.03,0.029,0
0.275,0.435,825,1000,0.086,0.049,0.109,0.034,0.043,0.103,0.039,0.048,0.097,0.061,0.066,0.129,0.047,0.054,0.035,1
0.275,0.165,942,1000,0.287,0.127,0.077,0.087,0.039,0.076,0.018,0.021,0.018,0.118,0.036,0.019,0.028,0.039,0.01,0
0.635,0.145,910,1000,0.092,0.019,0.151,0.026,0.041,0.159,0.025,0.032,0.106,0.02,0.023,0.212,0.028,0.036,0.03,1
0.005,0.155,353,1000,0.573,0.008,0.11,0.137,0.01,0.125,0.001,0.001,0.004,0.008,0,0.013,0.001,0.008,0.001,0
0.335,0.645,271,1000,0.035,0.034,0.086,0.04,0.073,0.089,0.031,0.065,0.09,0.035,0.063,0.173,0.067,0.065,0.054,1
0.495,0.535,980,1000,0.036,0.066,0.056,0.052,0.072,0.049,0.038,0.061,0.081,0.072,0.1,0.1,0.072,0.076,0.069,1
0.455,0.265,249,1000,0.135,0.066,0.05,0.077,0.056,0.117,0.028,0.037,0.031,0.126,0.046,0.058,0.032,0.115,0.026,1
0.495,0.225,416,1000,0.114,0.061,0.056,0.044,0.027,0.118,0.026,0.051,0.063,0.125,0.061,0.066,0.051,0.094,0.043,0
0.425,0.445,498,1000,0.05,0.077,0.063,0.032,0.064,0.074,0.075,0.098,0.037,0.074,0.074,0.077,0.109,0.055,0.041,1
0.405,0.315,357,1000,0.131,0.09,0.074,0.023,0.048,0.11,0.094,0.108,0.025,0.066,0.038,0.039,0.062,0.054,0.038,1
0.465,0.025,805,1000,0.275,0.011,0.231,0.005,0.007,0.01,0.065,0.003,0.01,0.232,0.008,0.006,0.129,0.006,0.002,0
0.175,0.425,366,1000,0.141,0.051,0.112,0.12,0.082,0.055,0.034,0.037,0.021,0.118,0.031,0.03,0.059,0.076,0.033,0
0.495,0.725,79,1000,0.021,0.052,0.071,0.068,0.105,0.043,0.03,0.082,0.048,0.052,0.099,0.086,0.085,0.082,0.076,1
0.385,0.115,898,1000,0.234,0.034,0.045,0.088,0.018,0.181,0.012,0.024,0.015,0.178,0.018,0.022,0.024,0.099,0.008,1
0.265,0.205,568,1000,0.268,0.088,0.097,0.096,0.053,0.092,0.014,0.017,0.017,0.106,0.039,0.022,0.027,0.047,0.017,0
0.275,0.085,145,1000,0.403,0.043,0.036,0.046,0.015,0.178,0.013,0.012,0.013,0.136,0.017,0.016,0.013,0.055,0.004,1
0.295,0.575,781,1000,0.051,0.035,0.032,0.085,0.075,0.104,0.028,0.073,0.025,0.111,0.073,0.047,0.048,0.166,0.047,1
0.025,0.455,905,1000,0.168,0.006,0.176,0.003,0.008,0.196,0.003,0.007,0.179,0.002,0.006,0.233,0.005,0.006,0.002,1
0.475,0.525,57,1000,0.026,0.076,0.059,0.04,0.078,0.061,0.05,0.067,0.069,0.053,0.105,0.08,0.074,0.106,0.056,0
0.325,0.485,4,1000,0.061,0.087,0.077,0.038,0.071,0.056,0.036,0.058,0.096,0.067,0.099,0.102,0.058,0.047,0.047,0
0.155,0.565,452,1000,0.064,0.023,0.143,0.018,0.032,0.015,0.142,0.043,0.029,0.138,0.034,0.041,0.218,0.037,0.023,1
0.295,0.015,206,1000,0.473,0.197,0.004,0.003,0,0.199,0.032,0.065,0.001,0.01,0.003,0.005,0,0.007,0.001,1
0.445,0.535,857,1000,0.037,0.049,0.062,0.037,0.087,0.062,0.048,0.069,0.075,0.063,0.097,0.091,0.091,0.079,0.053,0
0.345,0.495,494,1000,0.047,0.058,0.049,0.109,0.079,0.093,0.029,0.062,0.039,0.081,0.064,0.057,0.065,0.123,0.045,1
0.105,0.575,941,1000,0.076,0.167,0.012,0.014,0.024,0.016,0.015,0.02,0.161,0.161,0.258,0.022,0.016,0.019,0.019,1
0.625,0.675,27,1000,0.019,0.045,0.057,0.044,0.107,0.043,0.053,0.099,0.042,0.055,0.079,0.092,0.081,0.095,0.089,0
0.155,0.055,502,1000,0.62,0.113,0.097,0.013,0.015,0.028,0.002,0.007,0.04,0.036,0.008,0.011,0.004,0.003,0.003,0
0.185,0.745,381,1000,0.015,0.04,0.044,0.057,0.106,0.065,0.036,0.098,0.055,0.039,0.082,0.101,0.088,0.097,0.077,0
0.115,0.535,740,1000,0.089,0.149,0.135,0.163,0.254,0.014,0.012,0.029,0.011,0.015,0.019,0.027,0.025,0.029,0.029,1
0.305,0.455,458,1000,0.074,0.104,0.055,0.034,0.048,0.054,0.028,0.047,0.109,0.089,0.128,0.081,0.05,0.052,0.047,1
0.545,0.165,567,1000,0.117,0.132,0.041,0.02,0.057,0.029,0.051,0.038,0.069,0.165,0.114,0.031,0.05,0.047,0.039,0
0.235,0.515,500,1000,0.075,0.06,0.057,0.035,0.048,0.088,0.097,0.096,0.039,0.082,0.054,0.049,0.101,0.08,0.039,0
0.685,0.735,856,1000,0.012,0.048,0.047,0.044,0.109,0.043,0.04,0.088,0.064,0.055,0.092,0.093,0.086,0.072,0.107,1
0.415,0.665,143,1000,0.023,0.049,0.051,0.038,0.076,0.043,0.042,0.076,0.066,0.059,0.103,0.102,0.099,0.088,0.085,0
0.055,0.135,971,1000,0.553,0.055,0.045,0.007,0.003,0.088,0.089,0.015,0.002,0.096,0.003,0.005,0.02,0.014,0.005,0
0.505,0.275,685,1000,0.103,0.099,0.114,0.044,0.078,0.051,0.033,0.05,0.059,0.059,0.086,0.065,0.064,0.052,0.043,0
0.455,0.365,243,1000,0.099,0.048,0.075,0.04,0.05,0.086,0.08,0.091,0.047,0.076,0.061,0.049,0.092,0.056,0.05,0
0.145,0.595,914,1000,0.069,0.02,0.13,0.01,0.034,0.012,0.137,0.029,0.027,0.147,0.034,0.038,0.249,0.039,0.025,1
0.415,0.085,411,1000,0.253,0.212,0.188,0.071,0.117,0.024,0.014,0.013,0.008,0.025,0.02,0.023,0.012,0.013,0.007,1
0.325,0.465,548,1000,0.076,0.087,0.045,0.039,0.053,0.108,0.098,0.122,0.022,0.052,0.063,0.055,0.079,0.052,0.049,1
0.465,0.435,582,1000,0.051,0.065,0.07,0.038,0.056,0.083,0.046,0.069,0.08,0.067,0.087,0.107,0.06,0.061,0.06,1
0.405,0.215,530,1000,0.148,0.061,0.142,0.023,0.038,0.07,0.037,0.037,0.058,0.135,0.065,0.059,0.065,0.032,0.03,0
0.525,0.415,322,1000,0.046,0.058,0.087,0.043,0.068,0.056,0.033,0.065,0.086,0.079,0.087,0.091,0.081,0.065,0.055,0
0.005,0.085,884,1000,0.771,0.07,0.001,0,0,0.064,0.075,0.015,0,0.003,0.001,0,0,0,0,1
0.235,0.135,974,1000,0.359,0.139,0.067,0.016,0.013,0.134,0.07,0.048,0.007,0.065,0.014,0.016,0.019,0.021,0.012,1
0.535,0.495,604,1000,0.041,0.045,0.051,0.054,0.078,0.071,0.058,0.106,0.051,0.054,0.073,0.087,0.092,0.065,0.074,1
0.105,0.205,996,1000,0.427,0.053,0.119,0.008,0.014,0.035,0.117,0.022,0.016,0.118,0.01,0.01,0.04,0.009,0.002,1
0.435,0.205,1000,1000,0.18,0.045,0.14,0.024,0.033,0.136,0.013,0.039,0.078,0.062,0.032,0.114,0.042,0.032,0.03,1
0.415,0.435,832,1000,0.071,0.059,0.077,0.101,0.104,0.068,0.037,0.059,0.038,0.059,0.068,0.063,0.056,0.098,0.042,0
0.035,0.565,949,1000,0.106,0.007,0.182,0.005,0.011,0.18,0.007,0.008,0.178,0.005,0.003,0.283,0.01,0.009,0.006,1
0.545,0.685,530,1000,0.013,0.053,0.042,0.061,0.098,0.058,0.051,0.096,0.051,0.037,0.064,0.093,0.111,0.092,0.08,0
0.015,0.055,95,1000,0.813,0.048,0.053,0,0.001,0.018,0.051,0.003,0,0.008,0.002,0.001,0.002,0,0,0
0.185,0.185,83,1000,0.38,0.08,0.085,0.007,0.013,0.068,0.117,0.04,0.014,0.083,0.017,0.02,0.054,0.016,0.006,1
0.595,0.535,193,1000,0.015,0.049,0.064,0.046,0.086,0.046,0.043,0.095,0.067,0.044,0.096,0.096,0.093,0.075,0.085,0
0.505,0.605,158,1000,0.027,0.068,0.053,0.046,0.071,0.054,0.04,0.101,0.062,0.052,0.097,0.081,0.076,0.084,0.088,0
0.575,0.565,940,1000,0.021,0.051,0.073,0.035,0.094,0.052,0.045,0.081,0.048,0.052,0.107,0.098,0.084,0.085,0.074,0
0.475,0.295,989,1000,0.1,0.117,0.052,0.059,0.078,0.115,0.046,0.081,0.033,0.054,0.04,0.051,0.037,0.094,0.043,0
0.165,0.635,935,1000,0.052,0.062,0.056,0.064,0.094,0.082,0.05,0.09,0.023,0.042,0.075,0.068,0.074,0.1,0.068,0
0.325,0.295,561,1000,0.161,0.113,0.088,0.026,0.047,0.08,0.029,0.04,0.073,0.092,0.071,0.087,0.026,0.042,0.025,0
0.105,0.375,751,1000,0.194,0.143,0.032,0.017,0.018,0.168,0.134,0.16,0.01,0.032,0.023,0.019,0.018,0.021,0.011,1
0.085,0.535,841,1000,0.083,0.041,0.045,0.044,0.049,0.1,0.019,0.05,0.116,0.115,0.095,0.097,0.043,0.075,0.028,0
0.015,0.535,401,1000,0.107,0.003,0.179,0.003,0.004,0.192,0.004,0.003,0.205,0.003,0.004,0.289,0.001,0.002,0.001,1
0.515,0.325,635,1000,0.067,0.048,0.052,0.072,0.063,0.123,0.045,0.06,0.045,0.109,0.064,0.05,0.052,0.113,0.037,1
0.315,0.405,170,1000,0.127,0.068,0.086,0.024,0.052,0.075,0.103,0.07,0.026,0.093,0.045,0.044,0.106,0.051,0.03,1
0.545,0.435,227,1000,0.039,0.063,0.068,0.031,0.081,0.079,0.072,0.092,0.04,0.061,0.074,0.079,0.086,0.075,0.06,0
0.115,0.405,440,1000,0.173,0.14,0.022,0.009,0.025,0.176,0.149,0.15,0.02,0.036,0.022,0.017,0.038,0.012,0.011,1
0.565,0.325,32,1000,0.069,0.043,0.041,0.072,0.05,0.111,0.035,0.063,0.042,0.113,0.056,0.049,0.056,0.146,0.054,1
0.445,0.095,10,1000,0.25,0.189,0.021,0.018,0.018,0.021,0.009,0.015,0.09,0.194,0.116,0.01,0.021,0.02,0.008,1
0.345,0.005,692,1000,0.437,0.216,0.003,0.004,0.001,0.001,0.001,0,0.038,0.232,0.066,0,0,0.001,0,0
0.535,0.075,354,1000,0.165,0.212,0.222,0.098,0.172,0.007,0.017,0.017,0.009,0.017,0.016,0.021,0.014,0.005,0.008,1
0.555,0.705,922,1000,0.018,0.04,0.049,0.076,0.102,0.063,0.048,0.091,0.043,0.059,0.083,0.092,0.075,0.093,0.068,1
0.625,0.365,6,1000,0.051,0.096,0.083,0.068,0.151,0.044,0.036,0.072,0.036,0.048,0.059,0.066,0.061,0.067,0.062,1
0.015,0.475,101,1000,0.163,0.184,0.005,0.002,0.003,0.002,0.002,0,0.177,0.207,0.24,0.005,0.001,0.005,0.004,1
